t [s]               T [K]               Xfront [mm]         sdot [mm/s]         dodt [kg/m^2s]      dcodt [kg/m^2s]     dco2dt [kg/m^2s]    dcdt [kg/m^2s]      dc2dt [kg/m^2s]     dc3dt [kg/m^2s]     
0.15                967.551             6.17068e-05         0.000531524         3.5961e-11          0.0021502           8.0454e-05          2.27609e-30         3.76451e-34         8.75404e-32         
0.155               970.828             6.4407e-05          0.000540045         4.22636e-11         0.00218662          7.86786e-05         3.06602e-30         5.30124e-34         1.20988e-31         
0.16                974.057             6.71499e-05         0.00054857          4.95025e-11         0.00222301          7.69787e-05         4.1042e-30          7.41151e-34         1.66076e-31         
0.165               977.241             6.99354e-05         0.0005571           5.77945e-11         0.00225937          7.53491e-05         5.4611e-30          1.02908e-33         2.26488e-31         
0.17                980.382             7.27635e-05         0.000565634         6.7268e-11          0.00229571          7.37856e-05         7.22524e-30         1.41951e-33         3.06965e-31         
0.175               983.481             7.56344e-05         0.000574171         7.80646e-11         0.00233203          7.22841e-05         9.5073e-30          1.94586e-33         4.13583e-31         
0.18                986.54              7.85479e-05         0.000582712         9.03399e-11         0.00236832          7.08407e-05         1.24451e-29         2.65145e-33         5.54087e-31         
0.185               989.561             8.15042e-05         0.000591257         1.04265e-10         0.00240459          6.9452e-05          1.62097e-29         3.59225e-33         7.38313e-31         
0.19                992.546             8.45033e-05         0.000599805         1.20027e-10         0.00244085          6.8115e-05          2.10124e-29         4.84024e-33         9.78699e-31         
0.195               995.496             8.7545e-05          0.000608357         1.3783e-10          0.00247709          6.68266e-05         2.71135e-29         6.48753e-33         1.29091e-30         
0.2                 998.412             9.06296e-05         0.000616913         1.57899e-10         0.00251331          6.55843e-05         3.48325e-29         8.65159e-33         1.69459e-30         
0.205               1001.3              9.3757e-05          0.000625472         1.80478e-10         0.00254952          6.43854e-05         4.45602e-29         1.14816e-32         2.21432e-30         
0.21                1004.15             9.69271e-05         0.000634034         2.05834e-10         0.00258572          6.32278e-05         5.67729e-29         1.51662e-32         2.88068e-30         
0.215               1006.97             0.00010014          0.0006426           2.34257e-10         0.00262191          6.21092e-05         7.20498e-29         1.99433e-32         3.73164e-30         
0.22                1009.76             0.000103396         0.000651169         2.66062e-10         0.00265809          6.10278e-05         9.10928e-29         2.61115e-32         4.81419e-30         
0.225               1012.53             0.000106695         0.000659742         3.01592e-10         0.00269426          5.99816e-05         1.1475e-28          3.40446e-32         6.18624e-30         
0.23                1015.26             0.000110036         0.000668318         3.4122e-10          0.00273043          5.89688e-05         1.44044e-28         4.42089e-32         7.91903e-30         
0.235               1017.97             0.000113421         0.000676898         3.85347e-10         0.00276659          5.7988e-05          1.80202e-28         5.71841e-32         1.00998e-29         
0.24                1020.66             0.000116848         0.000685482         4.34411e-10         0.00280274          5.70376e-05         2.24697e-28         7.36888e-32         1.28353e-29         
0.245               1023.32             0.000120319         0.000694069         4.88884e-10         0.00283889          5.61161e-05         2.7929e-28          9.46111e-32         1.62554e-29         
0.25                1025.96             0.000123832         0.00070266          5.49275e-10         0.00287504          5.52223e-05         3.4608e-28          1.21045e-31         2.05181e-29         
0.255               1028.57             0.000127388         0.000711254         6.16136e-10         0.00291119          5.43549e-05         4.27567e-28         1.54335e-31         2.5815e-29          
0.26                1031.16             0.000130987         0.000719853         6.9006e-10          0.00294734          5.35127e-05         5.26717e-28         1.96129e-31         3.23776e-29         
0.265               1033.73             0.00013463          0.000728455         7.71686e-10         0.00298348          5.26947e-05         6.47042e-28         2.4844e-31          4.0485e-29          
0.27                1036.28             0.000138315         0.000737061         8.61704e-10         0.00301963          5.18999e-05         7.92698e-28         3.1372e-31          5.04733e-29         
0.275               1038.8              0.000142043         0.000745671         9.60853e-10         0.00305578          5.11271e-05         9.68581e-28         3.94955e-31         6.27457e-29         
0.28                1041.31             0.000145815         0.000754285         1.06993e-09         0.00309194          5.03756e-05         1.18046e-27         4.95761e-31         7.7785e-29          
0.285               1043.8              0.000149629         0.000762902         1.18979e-09         0.0031281           4.96444e-05         1.4351e-27          6.20518e-31         9.61684e-29         
0.29                1046.27             0.000153487         0.000771524         1.32135e-09         0.00316426          4.89328e-05         1.74045e-27         7.74509e-31         1.18584e-28         
0.295               1048.72             0.000157388         0.00078015          1.4656e-09          0.00320042          4.82399e-05         2.10581e-27         9.641e-31           1.4585e-28          
0.3                 1051.15             0.000161331         0.00078878          1.62357e-09         0.0032366           4.75651e-05         2.54201e-27         1.19694e-30         1.78939e-28         
0.305               1053.56             0.000165319         0.000797414         1.79642e-09         0.00327277          4.69076e-05         3.06172e-27         1.48221e-30         2.19002e-28         
0.31                1055.96             0.000169349         0.000806053         1.98533e-09         0.00330896          4.62668e-05         3.67967e-27         1.83087e-30         2.67402e-28         
0.315               1058.33             0.000173422         0.000814695         2.1916e-09          0.00334515          4.5642e-05          4.41297e-27         2.25605e-30         3.25748e-28         
0.32                1060.7              0.000177539         0.000823342         2.4166e-09          0.00338135          4.50326e-05         5.28147e-27         2.77338e-30         3.95934e-28         
0.325               1063.04             0.000181699         0.000831993         2.66181e-09         0.00341756          4.44382e-05         6.30816e-27         3.40143e-30         4.80189e-28         
0.33                1065.37             0.000185902         0.000840649         2.92878e-09         0.00345378          4.38581e-05         7.51963e-27         4.1623e-30          5.81129e-28         
0.335               1067.69             0.000190149         0.000849309         3.2192e-09          0.00349             4.32918e-05         8.94655e-27         5.08213e-30         7.01823e-28         
0.34                1069.99             0.000194439         0.000857973         3.53484e-09         0.00352624          4.27389e-05         1.06243e-26         6.19188e-30         8.45859e-28         
0.345               1072.27             0.000198772         0.000866642         3.8776e-09          0.00356249          4.21989e-05         1.25936e-26         7.52811e-30         1.01743e-27         
0.35                1074.55             0.000203148         0.000875315         4.24949e-09         0.00359874          4.16713e-05         1.49012e-26         9.1339e-30          1.22142e-27         
0.355               1076.8              0.000207568         0.000883993         4.65266e-09         0.00363501          4.11557e-05         1.76009e-26         1.106e-29           1.46354e-27         
0.36                1079.05             0.000212032         0.000892675         5.08938e-09         0.00367129          4.06517e-05         2.07541e-26         1.33659e-29         1.75039e-27         
0.365               1081.28             0.000216539         0.000901362         5.56208e-09         0.00370758          4.0159e-05          2.44314e-26         1.61216e-29         2.08966e-27         
0.37                1083.49             0.000221089         0.000910053         6.07332e-09         0.00374389          3.96772e-05         2.87133e-26         1.9409e-29          2.49027e-27         
0.375               1085.7              0.000225683         0.000918749         6.62583e-09         0.0037802           3.92058e-05         3.36916e-26         2.33238e-29         2.96253e-27         
0.38                1087.89             0.00023032          0.00092745          7.2225e-09          0.00381653          3.87447e-05         3.94712e-26         2.79778e-29         3.51835e-27         
0.385               1090.07             0.000235001         0.000936155         7.86639e-09         0.00385288          3.82934e-05         4.61713e-26         3.35014e-29         4.1715e-27          
0.39                1092.23             0.000239725         0.000944865         8.56075e-09         0.00388923          3.78516e-05         5.39278e-26         4.00463e-29         4.93783e-27         
0.395               1094.39             0.000244493         0.00095358          9.309e-09           0.0039256           3.74191e-05         6.28947e-26         4.7789e-29          5.83562e-27         
0.4                 1096.53             0.000249304         0.0009623           1.01148e-08         0.00396198          3.69955e-05         7.3247e-26          5.69343e-29         6.88585e-27         
0.405               1098.66             0.000254159         0.000971024         1.0982e-08          0.00399838          3.65807e-05         8.51827e-26         6.77198e-29         8.11263e-27         
0.41                1100.78             0.000259058         0.000979753         1.19146e-08         0.00403479          3.61742e-05         9.89263e-26         8.04204e-29         9.54361e-27         
0.415               1102.89             0.000264001         0.000988487         1.29169e-08         0.00407122          3.5776e-05          1.14732e-25         9.53541e-29         1.12105e-26         
0.42                1104.98             0.000268987         0.000997225         1.39935e-08         0.00410766          3.53857e-05         1.32885e-25         1.12888e-28         1.31494e-26         
0.425               1107.07             0.000274017         0.00100597          1.51492e-08         0.00414411          3.5003e-05          1.53709e-25         1.33446e-28         1.54018e-26         
0.43                1109.15             0.00027909          0.00101472          1.6389e-08          0.00418058          3.46279e-05         1.7757e-25          1.57515e-28         1.80149e-26         
0.435               1111.21             0.000284208         0.00102347          1.77182e-08         0.00421707          3.42601e-05         2.04876e-25         1.85657e-28         2.10427e-26         
0.44                1113.27             0.000289369         0.00103223          1.91424e-08         0.00425357          3.38993e-05         2.3609e-25          2.18517e-28         2.45463e-26         
0.445               1115.31             0.000294574         0.00104099          2.06677e-08         0.00429009          3.35454e-05         2.7173e-25          2.56835e-28         2.85957e-26         
0.45                1117.35             0.000299822         0.00104976          2.23001e-08         0.00432662          3.31981e-05         3.12378e-25         3.0146e-28          3.327e-26           
0.455               1119.37             0.000305115         0.00105853          2.40463e-08         0.00436317          3.28574e-05         3.58687e-25         3.53363e-28         3.86593e-26         
0.46                1121.39             0.000310452         0.00106731          2.59131e-08         0.00439973          3.2523e-05          4.11388e-25         4.13657e-28         4.48655e-26         
0.465               1123.4              0.000315832         0.00107609          2.79079e-08         0.00443632          3.21947e-05         4.71301e-25         4.83611e-28         5.20044e-26         
0.47                1125.4              0.000321256         0.00108488          3.00383e-08         0.00447291          3.18724e-05         5.39341e-25         5.64675e-28         6.02065e-26         
0.475               1127.38             0.000326725         0.00109367          3.23123e-08         0.00450953          3.15559e-05         6.16531e-25         6.58502e-28         6.96199e-26         
0.48                1129.36             0.000332237         0.00110247          3.47383e-08         0.00454616          3.12451e-05         7.04013e-25         7.66974e-28         8.04114e-26         
0.485               1131.33             0.000337793         0.00111127          3.73253e-08         0.00458281          3.09398e-05         8.03063e-25         8.92235e-28         9.27694e-26         
0.49                1133.3              0.000343394         0.00112007          4.00825e-08         0.00461947          3.06399e-05         9.151e-25           1.03672e-27         1.06906e-25         
0.495               1135.25             0.000349038         0.00112888          4.30197e-08         0.00465615          3.03452e-05         1.0417e-24          1.20319e-27         1.23061e-25         
0.5                 1137.2              0.000354727         0.0011377           4.61471e-08         0.00469285          3.00556e-05         1.18464e-24         1.39478e-27         1.41503e-25         
0.505               1139.13             0.000360459         0.00114652          4.94756e-08         0.00472957          2.9771e-05          1.34586e-24         1.61505e-27         1.62535e-25         
0.51                1141.06             0.000366236         0.00115535          5.30164e-08         0.0047663           2.94913e-05         1.52753e-24         1.86803e-27         1.86496e-25         
0.515               1142.98             0.000372057         0.00116418          5.67813e-08         0.00480305          2.92163e-05         1.73207e-24         2.15826e-27         2.13767e-25         
0.52                1144.89             0.000377922         0.00117301          6.07827e-08         0.00483982          2.89459e-05         1.96216e-24         2.49089e-27         2.44776e-25         
0.525               1146.8              0.000383831         0.00118186          6.50336e-08         0.0048766           2.868e-05           2.22076e-24         2.87173e-27         2.80001e-25         
0.53                1148.7              0.000389785         0.0011907           6.95475e-08         0.0049134           2.84185e-05         2.51114e-24         3.30734e-27         3.19979e-25         
0.535               1150.59             0.000395783         0.00119955          7.43387e-08         0.00495022          2.81613e-05         2.83695e-24         3.80509e-27         3.65309e-25         
0.54                1152.47             0.000401825         0.00120841          7.94221e-08         0.00498706          2.79083e-05         3.20221e-24         4.37332e-27         4.1666e-25          
0.545               1154.34             0.000407911         0.00121727          8.48133e-08         0.00502391          2.76594e-05         3.61134e-24         5.02138e-27         4.7478e-25          
0.55                1156.21             0.000414042         0.00122613          9.05284e-08         0.00506078          2.74145e-05         4.06926e-24         5.75979e-27         5.40504e-25         
0.555               1158.07             0.000420217         0.001235            9.65846e-08         0.00509767          2.71735e-05         4.58136e-24         6.60037e-27         6.14761e-25         
0.56                1159.92             0.000426436         0.00124388          1.03e-07            0.00513458          2.69363e-05         5.15363e-24         7.5564e-27          6.98589e-25         
0.565               1161.77             0.0004327           0.00125276          1.09792e-07         0.0051715           2.67028e-05         5.79261e-24         8.64275e-27         7.93139e-25         
0.57                1163.61             0.000439008         0.00126164          1.16981e-07         0.00520844          2.64729e-05         6.50557e-24         9.8761e-27          8.99696e-25         
0.575               1165.44             0.000445361         0.00127053          1.24588e-07         0.0052454           2.62466e-05         7.30045e-24         1.12751e-26         1.01969e-24         
0.58                1167.27             0.000451758         0.00127942          1.32632e-07         0.00528238          2.60238e-05         8.18601e-24         1.28607e-26         1.15469e-24         
0.585               1169.08             0.000458199         0.00128832          1.41137e-07         0.00531937          2.58044e-05         9.17189e-24         1.46562e-26         1.30647e-24         
0.59                1170.9              0.000464685         0.00129722          1.50126e-07         0.00535638          2.55883e-05         1.02686e-23         1.66877e-26         1.47698e-24         
0.595               1172.7              0.000471216         0.00130613          1.59621e-07         0.00539341          2.53754e-05         1.14879e-23         1.89844e-26         1.66837e-24         
0.6                 1174.5              0.000477791         0.00131504          1.6965e-07          0.00543046          2.51657e-05         1.28424e-23         2.15787e-26         1.88304e-24         
0.605               1176.29             0.000484411         0.00132396          1.80237e-07         0.00546752          2.49592e-05         1.4346e-23          2.45069e-26         2.12364e-24         
0.61                1178.08             0.000491076         0.00133288          1.91409e-07         0.0055046           2.47557e-05         1.60141e-23         2.78093e-26         2.3931e-24          
0.615               1179.86             0.000497785         0.00134181          2.03196e-07         0.0055417           2.45551e-05         1.78634e-23         3.15308e-26         2.69466e-24         
0.62                1181.64             0.000504538         0.00135074          2.15627e-07         0.00557882          2.43575e-05         1.99122e-23         3.57214e-26         3.0319e-24          
0.625               1183.4              0.000511337         0.00135968          2.28732e-07         0.00561595          2.41627e-05         2.21806e-23         4.04368e-26         3.40877e-24         
0.63                1185.17             0.00051818          0.00136862          2.42544e-07         0.0056531           2.39708e-05         2.46905e-23         4.57384e-26         3.82963e-24         
0.635               1186.92             0.000525068         0.00137756          2.57095e-07         0.00569027          2.37815e-05         2.74658e-23         5.1695e-26          4.2993e-24          
0.64                1188.67             0.000532            0.00138651          2.72421e-07         0.00572745          2.3595e-05          3.05326e-23         5.83824e-26         4.82306e-24         
0.645               1190.42             0.000538977         0.00139547          2.88558e-07         0.00576465          2.3411e-05          3.39194e-23         6.58849e-26         5.40675e-24         
0.65                1192.16             0.000546            0.00140442          3.05543e-07         0.00580187          2.32297e-05         3.76574e-23         7.4296e-26          6.05679e-24         
0.655               1193.89             0.000553067         0.00141339          3.23416e-07         0.00583911          2.30508e-05         4.17805e-23         8.37189e-26         6.78024e-24         
0.66                1195.62             0.000560178         0.00142235          3.42216e-07         0.00587636          2.28744e-05         4.63255e-23         9.4268e-26          7.58487e-24         
0.665               1197.34             0.000567335         0.00143133          3.61986e-07         0.00591363          2.27005e-05         5.13328e-23         1.0607e-25          8.4792e-24          
0.67                1199.06             0.000574536         0.0014403           3.8277e-07          0.00595091          2.25289e-05         5.6846e-23          1.19264e-25         9.47261e-24         
0.675               1200.77             0.000581783         0.00144928          4.04613e-07         0.00598821          2.23596e-05         6.29128e-23         1.34006e-25         1.05754e-23         
0.68                1202.47             0.000589074         0.00145827          4.27563e-07         0.00602553          2.21926e-05         6.9585e-23          1.50465e-25         1.17987e-23         
0.685               1204.18             0.00059641          0.00146726          4.51669e-07         0.00606286          2.20279e-05         7.69189e-23         1.6883e-25          1.31551e-23         
0.69                1205.87             0.000603792         0.00147625          4.76982e-07         0.00610022          2.18653e-05         8.49755e-23         1.89307e-25         1.4658e-23          
0.695               1207.56             0.000611218         0.00148525          5.03554e-07         0.00613758          2.17049e-05         9.38212e-23         2.12127e-25         1.63222e-23         
0.7                 1209.25             0.000618689         0.00149425          5.3144e-07          0.00617496          2.15466e-05         1.03528e-22         2.37539e-25         1.81641e-23         
0.705               1210.93             0.000626205         0.00150325          5.60698e-07         0.00621236          2.13903e-05         1.14174e-22         2.65822e-25         2.02012e-23         
0.71                1212.6              0.000633767         0.00151226          5.91387e-07         0.00624977          2.12361e-05         1.25844e-22         2.9728e-25          2.24531e-23         
0.715               1214.27             0.000641373         0.00152128          6.23567e-07         0.0062872           2.10839e-05         1.3863e-22          3.32248e-25         2.49409e-23         
0.72                1215.94             0.000649025         0.00153029          6.57302e-07         0.00632465          2.09336e-05         1.5263e-22          3.71095e-25         2.76878e-23         
0.725               1217.6              0.000656721         0.00153932          6.92659e-07         0.00636211          2.07852e-05         1.67953e-22         4.14225e-25         3.07191e-23         
0.73                1219.25             0.000664463         0.00154834          7.29705e-07         0.00639958          2.06388e-05         1.84715e-22         4.62082e-25         3.40624e-23         
0.735               1220.9              0.00067225          0.00155737          7.68511e-07         0.00643707          2.04941e-05         2.03043e-22         5.15153e-25         3.77477e-23         
0.74                1222.55             0.000680082         0.0015664           8.0915e-07          0.00647457          2.03513e-05         2.23071e-22         5.73973e-25         4.18079e-23         
0.745               1224.19             0.000687959         0.00157544          8.51698e-07         0.00651209          2.02102e-05         2.44947e-22         6.39127e-25         4.62787e-23         
0.75                1225.83             0.000695881         0.00158448          8.96234e-07         0.00654963          2.00709e-05         2.6883e-22          7.11256e-25         5.11989e-23         
0.755               1227.46             0.000703849         0.00159353          9.42839e-07         0.00658717          1.99333e-05         2.94893e-22         7.91063e-25         5.66109e-23         
0.76                1229.09             0.000711862         0.00160257          9.91597e-07         0.00662473          1.97974e-05         3.23319e-22         8.79317e-25         6.25609e-23         
0.765               1230.71             0.00071992          0.00161163          1.0426e-06          0.00666231          1.96631e-05         3.54309e-22         9.76858e-25         6.90988e-23         
0.77                1232.33             0.000728023         0.00162068          1.09592e-06         0.00669989          1.95305e-05         3.88078e-22         1.08461e-24         7.62792e-23         
0.775               1233.94             0.000736172         0.00162974          1.15168e-06         0.00673749          1.93994e-05         4.24859e-22         1.20356e-24         8.41613e-23         
0.78                1235.55             0.000744366         0.0016388           1.20995e-06         0.00677511          1.92699e-05         4.64902e-22         1.33483e-24         9.28092e-23         
0.785               1237.16             0.000752605         0.00164787          1.27084e-06         0.00681273          1.9142e-05          5.08476e-22         1.4796e-24          1.02293e-22         
0.79                1238.76             0.00076089          0.00165693          1.33446e-06         0.00685037          1.90155e-05         5.55872e-22         1.63919e-24         1.12688e-22         
0.795               1240.36             0.00076922          0.00166601          1.4009e-06          0.00688802          1.88906e-05         6.07403e-22         1.81502e-24         1.24076e-22         
0.8                 1241.95             0.000777596         0.00167508          1.47028e-06         0.00692568          1.87671e-05         6.63404e-22         2.00863e-24         1.36546e-22         
0.805               1243.54             0.000786016         0.00168416          1.54272e-06         0.00696336          1.8645e-05          7.24238e-22         2.22174e-24         1.50196e-22         
0.81                1245.12             0.000794483         0.00169324          1.61833e-06         0.00700104          1.85243e-05         7.90291e-22         2.45618e-24         1.65129e-22         
0.815               1246.7              0.000802994         0.00170232          1.69723e-06         0.00703874          1.84051e-05         8.61984e-22         2.71396e-24         1.81458e-22         
0.82                1248.28             0.000811551         0.00171141          1.77955e-06         0.00707644          1.82871e-05         9.39763e-22         2.99726e-24         1.99305e-22         
0.825               1249.85             0.000820154         0.0017205           1.86542e-06         0.00711416          1.81706e-05         1.02411e-21         3.30847e-24         2.18804e-22         
0.83                1251.42             0.000828802         0.00172959          1.95497e-06         0.00715189          1.80553e-05         1.11555e-21         3.65017e-24         2.40098e-22         
0.835               1252.98             0.000837495         0.00173868          2.04834e-06         0.00718962          1.79413e-05         1.21462e-21         4.02518e-24         2.6334e-22          
0.84                1254.55             0.000846234         0.00174778          2.14567e-06         0.00722737          1.78286e-05         1.32193e-21         4.43654e-24         2.88699e-22         
0.845               1256.1              0.000855018         0.00175688          2.24711e-06         0.00726512          1.77172e-05         1.43812e-21         4.88757e-24         3.16355e-22         
0.85                1257.65             0.000863848         0.00176598          2.35281e-06         0.00730288          1.76069e-05         1.56386e-21         5.38187e-24         3.46503e-22         
0.855               1259.2              0.000872724         0.00177508          2.46293e-06         0.00734065          1.74979e-05         1.69989e-21         5.92335e-24         3.79353e-22         
0.86                1260.75             0.000881645         0.00178418          2.57763e-06         0.00737843          1.73901e-05         1.84701e-21         6.51623e-24         4.15134e-22         
0.865               1262.29             0.000890611         0.00179329          2.69707e-06         0.00741622          1.72834e-05         2.00604e-21         7.16513e-24         4.54089e-22         
0.87                1263.83             0.000899623         0.0018024           2.82143e-06         0.00745401          1.71779e-05         2.17788e-21         7.87501e-24         4.96483e-22         
0.875               1265.36             0.000908681         0.00181151          2.95089e-06         0.0074918           1.70735e-05         2.36351e-21         8.65126e-24         5.426e-22           
0.88                1266.89             0.000917784         0.00182062          3.08562e-06         0.00752961          1.69702e-05         2.56395e-21         9.49973e-24         5.92747e-22         
0.885               1268.42             0.000926932         0.00182973          3.22582e-06         0.00756741          1.6868e-05          2.78031e-21         1.04267e-23         6.47255e-22         
0.89                1269.94             0.000936127         0.00183885          3.37167e-06         0.00760523          1.67669e-05         3.01375e-21         1.14391e-23         7.06478e-22         
0.895               1271.46             0.000945366         0.00184796          3.52338e-06         0.00764304          1.66669e-05         3.26555e-21         1.25443e-23         7.708e-22           
0.9                 1272.97             0.000954652         0.00185708          3.68116e-06         0.00768086          1.65678e-05         3.53703e-21         1.37502e-23         8.40631e-22         
0.905               1274.49             0.000963983         0.0018662           3.84521e-06         0.00771868          1.64698e-05         3.82965e-21         1.50655e-23         9.16413e-22         
0.91                1276                0.000973359         0.00187531          4.01575e-06         0.00775651          1.63728e-05         4.14494e-21         1.64997e-23         9.98624e-22         
0.915               1277.5              0.000982781         0.00188443          4.19301e-06         0.00779433          1.62768e-05         4.48452e-21         1.80626e-23         1.08777e-21         
0.92                1279                0.000992249         0.00189355          4.37722e-06         0.00783216          1.61818e-05         4.85015e-21         1.97653e-23         1.18441e-21         
0.925               1280.5              0.00100176          0.00190267          4.56862e-06         0.00786999          1.60877e-05         5.24369e-21         2.16195e-23         1.28913e-21         
0.93                1281.99             0.00101132          0.00191179          4.76744e-06         0.00790781          1.59946e-05         5.66713e-21         2.36379e-23         1.40255e-21         
0.935               1283.49             0.00102093          0.00192091          4.97395e-06         0.00794564          1.59024e-05         6.12258e-21         2.58342e-23         1.52537e-21         
0.94                1284.97             0.00103058          0.00193003          5.1884e-06          0.00798346          1.58111e-05         6.61229e-21         2.82231e-23         1.6583e-21          
0.945               1286.46             0.00104027          0.00193914          5.41106e-06         0.00802128          1.57207e-05         7.13869e-21         3.08205e-23         1.80214e-21         
0.95                1287.94             0.00105001          0.00194826          5.64219e-06         0.0080591           1.56312e-05         7.70431e-21         3.36435e-23         1.95771e-21         
0.955               1289.42             0.0010598           0.00195738          5.88209e-06         0.00809691          1.55426e-05         8.3119e-21          3.67107e-23         2.12592e-21         
0.96                1290.89             0.00106963          0.00196649          6.13104e-06         0.00813472          1.54548e-05         8.96435e-21         4.00417e-23         2.30773e-21         
0.965               1292.37             0.00107951          0.00197561          6.38934e-06         0.00817252          1.53678e-05         9.66474e-21         4.36581e-23         2.50417e-21         
0.97                1293.83             0.00108943          0.00198472          6.65729e-06         0.00821032          1.52817e-05         1.04164e-20         4.75828e-23         2.71634e-21         
0.975               1295.3              0.0010994           0.00199383          6.93522e-06         0.00824811          1.51964e-05         1.12227e-20         5.18405e-23         2.94542e-21         
0.98                1296.76             0.00110942          0.00200294          7.22343e-06         0.00828588          1.51119e-05         1.20876e-20         5.64579e-23         3.19269e-21         
0.985               1298.22             0.00111948          0.00201204          7.52227e-06         0.00832365          1.50282e-05         1.30148e-20         6.14635e-23         3.45949e-21         
0.99                1299.68             0.00112958          0.00202115          7.83208e-06         0.00836141          1.49453e-05         1.40086e-20         6.6888e-23          3.74726e-21         
0.995               1301.13             0.00113974          0.00203025          8.15319e-06         0.00839916          1.48631e-05         1.50734e-20         7.27644e-23         4.05757e-21         
1                   1302.58             0.00114993          0.00203935          8.48598e-06         0.00843689          1.47817e-05         1.6214e-20          7.91282e-23         4.39204e-21         
1.005               1304.03             0.00116017          0.00204844          8.83081e-06         0.00847461          1.4701e-05          1.74355e-20         8.60174e-23         4.75247e-21         
1.01                1305.47             0.00117046          0.00205753          9.18806e-06         0.00851231          1.4621e-05          1.87431e-20         9.34728e-23         5.14072e-21         
